"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"The Fruit of Grisaia","0","0","6","0","6.81","6.81","1.15","1.04","9.5","1.26","3.57","36","3.02","2015-11-12","345610"
"The Gallery - Episode 2: Heart of the Emberstone","0","0","5","0","2.91","2.91","0.60","0.71","-18.2","2.25","0.77","10","1.59","2017-12-18","526140"
"THE GAME OF LIFE","0","0","9","0","2.86","2.86","0.33","0.27","16.7","0.33","0.27","99","1.15","2016-04-10","403120"
"The Gate","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2015-05-04","350020"
"The Genesis Order","0","0","12","0","6.48","6.48","0.55","1.59","-190.0","0.82","0.33","95","2.86","2024-04-03","2553870"
"The Gleam: VR Escape the Room","0","0","5","0","3.13","3.13","0.60","1.59","-163.6","1.54","0.49","23","1.59","2016-12-02","526750"
"The God's Chain","0","0","5","0","2.09","2.09","0.44","0.27","37.5","0.16","0.16","81","1.15","2016-08-17","504490"
"The Good Life","0","0","8","0","5.00","5.00","0.60","1.04","-72.7","0.33","0.88","24","2.09","2014-11-22","293340"
"The Grand Ball","0","0","9","0","9.50","9.50","1.04","0.88","15.8","3.62","1.04","14","4.56","2017-05-11","632290"
"The Grave Digger","0","0","5","0","3.79","3.79","0.77","1.43","-85.7","17.96","57.66","13","2.03","2015-04-29","345340"
"The Great Ace Attorney Chronicles","0","0","9","0","5.49","5.49","0.60","0.82","-36.4","0.60","0.49","160","2.09","2021-07-28","1158850"
"The Great Escape","0","0","5","0","2.75","2.75","0.55","0.38","30.0","0.16","0.22","12","1.43","2016-03-24","434800"
"The Great Fusion","0","0","6","0","6.70","6.70","1.10","0.88","20.0","13.56","56.29","15","2.86","2015-02-26","341690"
"The Great Gatsby: Secret Treasure","0","0","5","0","14.72","14.72","2.97","N/A","0.0","0.16","0.16","8","7.74","2017-06-24","376490"
"The Great War: Western Front™","0","0","12","0","3.13","3.13","0.27","0.22","20.0","0.60","0.44","193","1.43","2023-03-28","2109370"
"The Greatest Penguin Heist of All Time","0","0","8","0","2.80","2.80","0.33","0.44","-33.3","0.55","1.81","71","1.15","2024-02-08","1451480"
"The Grey Dream","0","0","10","0","9.39","9.39","0.93","0.88","5.9","2.25","5.05","44","4.06","2024-07-17","2497930"
"THE GREY MAN","0","0","8","0","8.13","8.13","0.99","N/A","0.0","3.30","7.69","19","3.46","2016-12-15","502530"
"The Growth Journey","0","0","5","0","2.53","2.53","0.49","0.49","0.0","0.16","0.16","20","1.26","2016-01-08","416610"
"The guard of dungeon","0","0","6","0","2.53","2.53","0.44","2.09","-375.0","0.16","0.16","91","1.15","2017-03-07","601640"
"The Guest","0","0","8","0","2.58","2.58","0.33","0.49","-50.0","8.79","0.22","50","1.15","2016-04-07","402040"
"The Guilt and the Shadow","0","0","8","0","6.70","6.70","0.82","1.54","-86.7","1.65","93.75","5","2.86","2017-06-15","332630"
"The Gunk","0","0","5","0","2.31","2.31","0.44","0.44","0.0","0.16","0.16","110","1.15","2022-07-25","1087760"
"The Hand of Glory","0","0","15","0","4.50","4.50","0.27","N/A","0.0","2.25","0.77","16","1.92","2021-09-14","961010"
"The Happy Hereafter","0","0","5","0","5.05","5.05","0.99","0.27","72.2","0.16","0.16","26","2.58","2014-06-05","306200"
"The Hat Man: Shadow Ward","0","0","5","0","2.53","2.53","0.49","0.38","22.2","0.16","0.16","25","1.26","2015-04-12","291010"
"The Haunted: Hells Reach","0","0","6","0","2.42","2.42","0.38","0.49","-28.6","1.92","0.38","27","0.99","2023-01-16","43190"
"The Haunting of Billy Classic","0","0","6","0","2.86","2.86","0.49","0.71","-44.4","0.22","0.16","27","1.26","2016-06-29","445170"
"The Hayseed Knight","0","0","7","0","5.99","5.99","0.88","N/A","0.0","2.25","3.30","23","3.08","2022-06-24","1332990"
"The Heart of Darkness","0","0","13","0","3.90","3.90","0.27","1.10","-300.0","13.67","1.76","38","1.21","2022-04-24","1413990"
"The Heiress","0","0","6","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-08-16","680320"
"The Herbalist","0","0","6","0","4.89","4.89","0.82","1.15","-40.0","3.51","2.47","25","2.14","2016-11-15","542260"
"The Hex","0","0","6","0","2.25","2.25","0.38","0.93","-142.9","0.16","0.16","128","0.99","2018-10-11","510420"
"The Hidden Dragon","0","0","6","0","2.64","2.64","0.44","0.27","37.5","1.26","1.65","19","1.15","2016-09-20","498040"
"The Hive","0","0","7","0","2.58","2.58","0.38","0.38","0.0","0.38","0.33","38","1.32","2015-02-20","325730"
"The Hole Story","0","0","11","0","9.39","9.39","0.88","0.55","37.5","2.31","8.40","25","4.56","2015-12-11","356730"
"The Holy Gosh Darn","0","0","11","0","4.28","4.28","0.38","1.81","-371.4","9.28","3.57","26","2.03","2024-09-27","1466230"
"The Horus Heresy: Battle of Tallarn","0","0","5","0","18.34","18.34","3.68","4.78","-29.9","3.62","3.51","7","6.43","2017-02-09","515980"
"The House in Fata Morgana","0","0","9","0","8.13","8.13","0.88","1.15","-31.2","0.44","0.66","86","3.84","2016-05-13","303310"
"The House of Da Vinci","0","0","6","0","2.91","2.91","0.49","0.33","33.3","0.33","3.79","61","1.26","2023-01-30","522470"
"The House of Da Vinci 2","0","0","6","0","2.86","2.86","0.49","1.81","-266.7","0.71","0.44","37","1.26","2023-02-28","1259840"
"The House of Da Vinci 3","0","0","6","0","3.30","3.30","0.55","1.70","-210.0","12.25","1.10","38","1.43","2023-01-11","1603640"
"The Housewife","0","0","5","0","2.47","2.47","0.49","0.33","33.3","0.16","0.16","32","1.26","2016-08-25","496750"
"The Howler","0","0","5","0","5.22","5.22","1.04","0.49","52.6","0.16","0.16","20","1.81","2015-08-03","306040"
"The Hundred Line -Last Defense Academy-","0","0","9","0","13.29","13.29","1.48","1.32","11.1","1.10","3.13","63","6.43","2025-04-25","3014080"
"The Hungry Lamb: Traveling in the Late Ming Dynasty","0","0","6","0","4.83","4.83","0.82","1.32","-60.0","0.33","0.33","390","2.14","2024-05-09","2593370"
"The Hunting God","0","0","6","0","4.01","4.01","0.66","2.53","-283.3","3.68","10.71","20","1.70","2022-01-04","679190"
"The Huntsman: Winter's Curse","0","0","7","0","4.67","4.67","0.66","0.66","0.0","0.88","7.14","31","2.31","2016-04-22","446990"
"The Hurricane of the Varstray -Collateral hazard-","0","0","9","0","14.83","14.83","1.65","0.99","40.0","0.16","0.49","19","7.14","2017-08-22","416380"
"The I of the Dragon","0","0","6","0","3.19","3.19","0.55","0.38","30.0","0.16","0.22","96","1.43","2015-03-13","279720"
"The Imperial Gatekeeper","0","0","7","0","3.02","3.02","0.44","0.27","37.5","0.49","0.38","58","1.54","2022-09-20","1933650"
"THE IMPOSSIBLE","0","0","5","0","4.12","4.12","0.82","0.88","-6.7","0.38","0.93","38","2.14","2023-07-14","1363850"
"The Incredible Adventures of Van Helsing","0","0","6","1","2.25","2.25","0.38","0.22","42.9","0.27","0.27","177","0.99","2013-11-20","215530"
"The Incredible Adventures of Van Helsing II","0","0","6","0","2.25","2.25","0.38","0.71","-85.7","0.33","17.46","113","0.99","2014-05-22","272470"
"The Incredible Adventures of Van Helsing III","0","0","6","0","2.58","2.58","0.44","0.27","37.5","2.03","1.32","47","1.15","2015-05-11","359900"
"The Incredible Adventures of Van Helsing: Final Cut","0","0","6","0","2.36","2.36","0.38","0.33","14.3","0.27","0.22","78","0.99","2015-09-28","400170"
"The Incredible Baron","0","0","5","0","9.50","9.50","1.92","0.49","74.3","69.58","44.10","8","5.00","2016-05-25","441510"
"The Indie Mixtape","0","0","5","0","2.42","2.42","0.49","0.55","-11.1","0.22","0.27","22","1.26","2015-04-24","352640"
"The Inevitability","0","0","6","0","4.72","4.72","0.77","5.33","-592.9","0.16","0.16","20","2.03","2017-04-18","619740"
"The Infectious Madness of Doctor Dekker","0","0","7","0","2.80","2.80","0.38","0.38","0.0","5.44","5.49","19","1.32","2017-06-05","545540"
"The Infinite Black","0","0","5","0","3.30","3.30","0.66","1.70","-158.3","18.12","1.43","59","1.15","2016-10-20","489000"
"The Inheritance of Crimson Manor","0","0","5","0","2.42","2.42","0.49","0.55","-11.1","0.66","0.60","29","0.88","2023-05-20","1553120"
"The Initial","0","0","7","0","4.67","4.67","0.66","5.49","-733.3","0.38","3.62","23","2.31","2017-07-25","665090"
"The Inner Darkness","0","0","5","0","2.47","2.47","0.49","0.44","11.1","0.16","0.16","24","1.26","2017-02-24","562160"
"The Inner World","0","0","7","0","2.25","2.25","0.33","0.22","33.3","0.16","0.16","121","1.15","2013-09-30","251430"
"The Inner World: The Last Wind Monk","0","0","7","0","2.64","2.64","0.38","2.09","-442.9","0.22","3.68","47","1.32","2018-09-20","613470"
"The Innsmouth Case","0","0","6","0","2.97","2.97","0.49","0.88","-77.8","2.42","0.66","16","1.26","2022-03-02","1231950"
"The Inquisitor","0","0","7","0","7.47","7.47","1.04","1.76","-68.4","9.61","1,439.43","18","3.62","2024-02-09","1880470"
"The Invincible","0","0","5","0","2.20","2.20","0.44","0.33","25.0","0.33","0.44","355","1.15","2023-11-07","731040"
"The Island: Into The Mist","0","0","8","0","30.04","30.04","3.73","1.81","51.5","6.59","29.33","18","13.02","2019-03-05","941650"
"The Jackbox Party Pack","0","0","6","0","2.31","2.31","0.38","0.44","-14.3","0.38","0.27","118","0.99","2016-02-02","331670"
"The Jackbox Party Pack 2","0","0","6","0","2.47","2.47","0.38","0.27","28.6","0.27","0.33","102","0.99","2015-11-18","397460"
"The Jackbox Party Pack 3","0","0","6","0","2.14","2.14","0.38","0.27","28.6","1.37","0.33","174","0.99","2016-10-18","434170"
"The Jackbox Party Pack 4","0","0","6","0","2.14","2.14","0.38","0.22","42.9","0.33","4.23","219","0.99","2017-10-20","610180"
"The Jackbox Party Pack 5","0","0","5","0","2.25","2.25","0.44","0.27","37.5","4.72","3.90","120","1.15","2018-10-17","774461"
"The Jackbox Party Pack 6","0","0","5","0","2.14","2.14","0.44","0.27","37.5","0.33","0.33","229","1.15","2019-10-17","1005300"
"The Journey Back","0","0","6","0","3.30","3.30","0.55","1.81","-230.0","5.22","3.51","17","1.43","2017-11-23","393550"
"The Journey Down: Chapter One","0","0","5","0","2.25","2.25","0.44","N/A","0.0","0.16","0.27","46","1.15","2014-09-17","220090"
"The Journey Down: Chapter Three","0","0","6","0","2.47","2.47","0.44","N/A","0.0","0.82","0.27","25","1.15","2017-12-11","579760"
"The Journey Down: Chapter Two","0","0","6","0","2.36","2.36","0.38","0.27","28.6","0.66","0.16","48","0.99","2014-09-18","262850"
"The Journey: Bob's Story.","0","0","6","0","3.62","3.62","0.60","1.15","-90.9","0.16","0.22","19","1.59","2017-08-21","385410"
"The Journeyman Project 1: Pegasus Prime","0","0","12","0","16.48","16.48","1.37","0.55","60.0","18.40","1.81","27","7.14","2017-02-21","359420"
"The Juicer","0","0","8","0","2.64","2.64","0.33","0.16","50.0","0.16","0.55","62","1.15","2016-07-01","400790"
"The Keep","0","0","9","0","2.91","2.91","0.33","0.27","16.7","0.22","0.22","24","1.15","2017-03-16","317370"
"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION","0","0","9","0","3.02","3.02","0.33","0.27","16.7","0.27","0.77","111","1.43","2014-12-19","222420"
"THE KING OF FIGHTERS 2002 UNLIMITED MATCH","0","0","9","0","2.86","2.86","0.33","0.16","50.0","0.44","0.33","213","1.43","2015-02-27","222440"
"THE KING OF FIGHTERS XIII STEAM EDITION","0","0","13","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2013-09-13","222940"
"THE KING OF FIGHTERS XIV STEAM EDITION","0","0","15","0","3.73","3.73","0.27","0.22","20.0","0.60","0.44","214","1.92","2017-06-15","571260"
"THE KING OF FIGHTERS XV","0","0","15","0","3.51","3.51","0.22","0.16","25.0","1.92","0.99","289","1.54","2022-02-21","1498570"
"The King's Heroes","0","0","5","0","2.64","2.64","0.55","0.55","0.0","0.16","0.16","68","1.43","2017-09-23","461350"
"The Knight Witch","0","0","6","0","2.64","2.64","0.44","0.71","-62.5","3.35","0.38","59","1.15","2022-11-18","1872680"
"The Lady","0","0","6","0","2.91","2.91","0.49","1.65","-233.3","0.27","0.22","14","1.26","2015-01-23","341060"
"The Land of Dasthir","0","0","5","0","2.25","2.25","0.44","0.27","37.5","0.16","0.16","60","1.15","2017-01-10","545700"
"The Land of Eyas","0","0","5","0","3.02","3.02","0.60","0.55","9.1","0.16","1.81","15","1.04","2016-10-22","299800"
"The Land Of Lamia","0","0","5","0","2.64","2.64","0.55","N/A","0.0","0.16","0.16","27","1.43","2015-11-07","385310"
"The Land of Pain","0","0","11","0","19.66","19.66","1.81","0.66","63.6","2.09","12.14","15","9.45","2017-09-02","568930"
"The Language of Love","0","0","6","0","4.83","4.83","0.82","2.58","-213.3","11.20","1.10","83","2.14","2020-03-31","1027620"
"The Last","0","0","5","0","3.02","3.02","0.60","0.38","36.4","5.44","0.22","25","1.59","2024-12-18","511230"
"The Last Alchemist","0","0","9","0","6.59","6.59","0.71","4.01","-461.5","0.55","4.12","18","3.13","2024-07-29","1536570"
"The Last Birdling","0","0","8","0","4.34","4.34","0.55","0.77","-40.0","0.33","0.66","12","1.92","2017-09-01","629430"
"THE LAST BLADE 2","0","0","10","0","4.89","4.89","0.49","0.93","-88.9","1.81","0.60","25","2.14","2017-12-20","702110"
"The Last Campfire","0","0","6","0","2.47","2.47","0.44","0.44","0.0","0.22","0.16","378","1.15","2021-10-08","990630"
"The Last Cargo","0","0","6","0","4.39","4.39","0.71","0.00","100.0","2.20","36.58","15","1.87","2017-06-21","593560"
"The Last Dogma","0","0","5","0","7.85","7.85","1.59","1.48","6.9","0.99","0.33","57","4.17","2015-07-14","374510"
"The Last Door - Collector's Edition","0","0","6","0","2.31","2.31","0.38","1.48","-285.7","0.16","2.36","46","0.99","2014-07-24","284390"
"The Last Door: Season 2 - Collector's Edition","0","0","6","0","2.53","2.53","0.44","0.27","37.5","0.33","0.44","32","1.15","2016-04-14","402530"
"The Last Dream: Developer's Edition","0","0","6","0","5.49","5.49","0.93","1.81","-94.1","0.16","0.22","34","2.42","2015-12-13","395860"
"The Last Express Gold Edition","0","0","6","0","2.80","2.80","0.49","0.77","-55.6","1.87","25.59","18","1.26","2014-04-28","252710"
"The Last Faith","0","0","8","0","3.90","3.90","0.49","0.33","33.3","1.54","1.54","55","1.70","2024-03-15","1274600"
"The Last Federation","0","0","8","0","3.13","3.13","0.38","0.22","42.9","1.48","1.04","23","1.32","2014-04-18","273070"
"The Last Haven","0","0","7","0","3.08","3.08","0.44","0.49","-12.5","0.38","1.10","22","1.54","2021-10-07","1203930"
"The Last Hope","0","0","5","0","2.14","2.14","0.44","0.27","37.5","0.16","0.16","146","1.15","2016-12-20","522570"
"The Last Hope Trump vs Mafia","0","0","5","1","2.31","2.31","0.44","0.27","37.5","0.16","0.16","52","1.15","2017-01-20","581030"
"THE LAST HUNT","0","0","5","0","17.19","17.19","3.46","2.64","23.8","0.44","17.68","25","9.01","2018-02-23","611810"
"The Last NightMary - A Lenda do Cabeça de Cuia","0","0","7","0","2.86","2.86","0.38","1.81","-371.4","0.33","2.58","37","1.32","2015-10-31","407300"
"The Last of Us™ Part I","0","0","9","0","8.84","8.84","0.99","0.88","11.1","0.38","0.93","378","4.28","2023-06-15","1888930"
"The Last of Us™ Part II Remastered","0","0","10","0","8.90","8.90","0.88","N/A","0.0","0.33","3.79","530","3.84","2025-04-05","2531310"
"The Last of Waifus","0","0","6","0","4.56","4.56","0.77","0.66","14.3","0.33","0.27","25","2.03","2020-11-02","1359650"
"The Last Orgasm","0","0","5","0","2.86","2.86","0.55","0.93","-70.0","1.43","0.38","28","1.43","2023-06-14","2407310"
"The Last Patient","0","0","5","0","4.83","4.83","0.99","0.77","22.2","0.44","0.16","13","2.58","2017-03-17","594160"
"The Last Photon","0","0","9","1","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2016-04-15","461570"
"The Last Sin","0","0","11","0","3.40","3.40","0.33","0.16","50.0","0.16","0.16","97","1.43","2021-01-11","550370"
"The Last Soldier of the Ming Dynasty","0","0","6","0","3.84","3.84","0.66","N/A","0.0","25.65","55.03","20","1.70","2024-12-02","2494450"
"The Last Sovereign","0","0","9","0","6.43","6.43","0.71","0.77","-7.7","0.66","0.00","20","3.13","2025-02-16","951830"
"The Last Spell","0","0","6","0","2.36","2.36","0.38","0.33","14.3","5.11","0.60","92","0.99","2023-03-02","1105670"
"The Last Stand: Aftermath","0","0","5","0","2.31","2.31","0.44","0.55","-25.0","3.95","0.38","144","1.15","2022-11-17","1266840"
"The Last Tinker: City of Colors","0","0","8","0","2.69","2.69","0.33","0.22","33.3","0.22","0.16","71","1.15","2014-05-12","260160"
"The Last Tree","0","0","5","0","2.42","2.42","0.49","0.27","44.4","0.16","0.16","88","1.26","2017-05-31","605210"
"The Last Warlock","0","0","5","0","2.91","2.91","0.60","0.71","-18.2","1.21","0.22","15","1.59","2019-02-15","385060"
"The Legacy: Forgotten Gates","0","0","6","0","3.24","3.24","0.55","2.42","-340.0","1.70","1.59","18","1.43","2017-08-05","630830"
"The Legend of Dark Witch","0","0","8","0","3.30","3.30","0.44","N/A","0.0","4.50","0.44","13","1.54","2015-12-02","420770"
"The Legend of Dark Witch Episode 2 -The Price of Desire-","0","0","12","0","4.61","4.61","0.38","1.70","-342.9","3.08","4.94","20","2.03","2017-01-20","555580"
"The Legend of Dark Witch Renovation","0","0","12","0","7.52","7.52","0.60","0.93","-54.5","0.00","1.10","18","3.13","2025-03-21","1160790"
"The Legend of Heroes: Trails from Zero","0","0","10","0","6.43","6.43","0.66","0.77","-16.7","4.94","0.71","27","2.86","2022-09-28","1668510"
"The Legend of Heroes: Trails in the Sky","0","0","13","0","5.38","5.38","0.44","0.49","-12.5","0.88","4.56","126","2.69","2014-07-29","251150"
"The Legend of Heroes: Trails in the Sky SC","0","0","8","0","4.94","4.94","0.60","0.88","-45.5","3.19","3.90","59","2.09","2015-10-29","251290"
"The Legend of Heroes: Trails in the Sky the 3rd","0","0","15","0","6.70","6.70","0.44","0.55","-25.0","81.44","0.44","50","3.08","2017-05-03","436670"
"The Legend of Heroes: Trails into Reverie","0","0","8","0","5.88","5.88","0.71","1.76","-146.2","3.51","0.49","147","2.47","2023-07-08","1668540"
"The Legend of Heroes: Trails of Cold Steel","0","0","15","0","5.22","5.22","0.33","0.66","-100.0","0.49","2.36","66","2.31","2017-08-02","538680"
"The Legend of Heroes: Trails of Cold Steel II","0","0","12","0","5.16","5.16","0.44","0.93","-112.5","1.48","3.40","39","2.31","2018-02-14","748490"
"The Legend of Heroes: Trails of Cold Steel III","0","0","15","0","5.93","5.93","0.38","0.44","-14.3","1.15","0.44","41","2.69","2020-03-06","991270"
"The Legend of Heroes: Trails of Cold Steel IV","0","0","15","0","6.43","6.43","0.44","0.66","-50.0","2.97","0.49","37","2.69","2021-04-13","1198090"
"The Legend of Heroes: Trails through Daybreak","0","0","9","0","5.93","5.93","0.66","1.15","-75.0","0.88","1.15","54","2.86","2024-07-03","2138610"
"The Legend of Heroes: Trails through Daybreak II","0","0","11","0","10.21","10.21","0.93","1.32","-41.2","1.48","9.39","40","4.89","2025-02-15","2668430"
"The Legend of Heroes: Trails to Azure","0","0","10","0","8.02","8.02","0.82","0.77","6.7","1.98","1.48","24","3.57","2023-03-15","1668520"
"The Legend of Legacy HD Remastered","0","0","7","0","5.93","5.93","0.82","1.70","-106.7","0.77","0.22","14","2.86","2024-03-25","2516220"
"The Legend of Nayuta: Boundless Trails","0","0","6","0","2.58","2.58","0.44","1.37","-212.5","2.69","18.40","30","1.15","2023-09-20","1668530"
"The Legend of Skye","0","0","5","0","7.47","7.47","1.48","3.62","-144.4","0.71","1.04","9","2.58","2024-09-06","2314850"
"The Legend of Tianding","0","0","9","0","2.42","2.42","0.27","0.22","20.0","0.16","0.33","214","1.21","2021-12-23","1406850"
"The Legions of Rome","0","0","6","0","9.61","9.61","1.59","0.99","37.9","11.04","6.04","17","4.17","2016-09-14","527510"
"The Leisure of Grisaia","0","0","5","0","3.95","3.95","0.77","1.21","-57.1","0.22","0.27","38","2.03","2016-07-01","460160"
"The Letter","0","0","8","0","3.68","3.68","0.44","1.87","-325.0","2.64","1.98","27","1.54","2017-07-23","460430"
"The Life and Suffering of Sir Brante","0","0","7","0","2.75","2.75","0.38","0.33","14.3","0.38","0.71","118","0.99","2021-04-16","1272160"
"The Life Of Greather","0","0","5","0","2.20","2.20","0.44","0.27","37.5","0.16","0.16","125","1.15","2016-08-28","503830"
"The Light Brigade","0","0","9","0","2.86","2.86","0.33","0.22","33.3","1.21","1.15","28","1.43","2023-12-16","1579880"
"The Light Remake","0","0","6","0","8.46","8.46","1.43","2.80","-96.2","0.49","1.59","21","3.73","2020-07-17","1077520"
"The Lion's Song","0","0","10","0","4.72","4.72","0.49","0.33","33.3","2.36","3.90","15","2.14","2016-11-22","437160"
"The Little Acre","0","0","5","0","2.25","2.25","0.44","0.38","12.5","0.22","2.42","28","1.15","2017-01-03","423590"
"The Living Dungeon","0","0","7","0","3.02","3.02","0.44","0.27","37.5","4.94","0.33","10","1.54","2015-10-28","362290"
"The logic of the miniature garden","0","0","9","0","4.01","4.01","0.44","0.88","-100.0","1.65","0.99","47","1.92","2019-07-08","943980"
"The Logomancer","0","0","10","0","9.34","9.34","0.93","0.82","11.8","0.77","12.30","24","4.06","2015-10-16","375430"
"The Long Dark","0","0","8","0","3.24","3.24","0.38","0.27","28.6","0.33","0.33","1134","1.32","2017-08-24","305620"
"The Long Journey Home","0","0","12","0","3.30","3.30","0.27","0.22","20.0","0.60","0.77","107","1.43","2017-06-30","366910"
"The Long Reach","0","0","5","0","2.36","2.36","0.49","0.44","11.1","0.44","1.76","23","1.26","2018-03-12","584990"
"The Longest Five Minutes","0","0","6","0","3.62","3.62","0.60","N/A","0.0","44.81","2.75","10","1.59","2018-03-23","504110"
"The Lord of the Rings: Adventure Card Game - Definitive Edition","0","0","5","0","2.75","2.75","0.55","1.65","-200.0","0.55","0.66","43","1.43","2018-12-25","509580"
"The Lord of the Rings: Gollum™","0","0","9","0","3.68","3.68","0.38","1.81","-371.4","24.44","6.81","64","1.65","2023-05-26","1265780"
"The Lords of the Earth Flame","0","0","5","0","7.30","7.30","1.48","1.21","18.5","0.16","0.16","58","3.84","2016-09-26","487180"
"The Lost","0","0","5","0","3.13","3.13","0.60","1.43","-136.4","0.16","2.64","294","1.59","2017-03-03","455000"
"The Lost Battalion: All Out Warfare","0","0","5","0","2.47","2.47","0.49","0.27","44.4","0.16","0.16","91","0.88","2016-01-28","364890"
"The Lost Crown","0","0","12","0","4.34","4.34","0.38","1.48","-285.7","0.55","0.22","34","2.03","2014-06-07","291710"
"The Lost Island","0","0","6","0","4.17","4.17","0.71","1.81","-153.8","6.54","12.52","17","1.87","2018-07-24","416260"
"The Lost Souls","0","0","6","0","4.28","4.28","0.71","0.49","30.8","0.16","2.97","75","1.87","2016-04-11","453670"
"The Lost Valley","0","0","5","0","2.47","2.47","0.49","8.35","-1,588.9","0.22","0.27","49","0.88","2017-01-14","360890"
"The Low Road","0","0","9","0","5.60","5.60","0.60","N/A","0.0","7.30","0.22","14","2.64","2017-07-26","603700"
"The Madness of Little Emma","0","0","5","0","2.97","2.97","0.60","1.15","-90.9","2.14","0.22","12","1.59","2015-12-21","418150"
"The Mageseeker: A League of Legends Story™","0","0","14","0","4.89","4.89","0.33","0.27","16.7","0.99","0.38","60","2.03","2024-02-07","1457080"
"The Magic Circle","0","0","5","0","6.15","6.15","1.21","2.14","-77.3","12.08","8.95","18","3.13","2015-05-19","323380"
"The Magical Silence","0","0","5","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2016-06-14","474820"
"The Mahjong Huntress","0","0","5","0","2.47","2.47","0.49","0.93","-88.9","0.27","0.16","54","1.26","2016-05-26","474910"
"The Majesty of Colors Remastered","0","0","5","0","5.82","5.82","1.15","0.66","42.9","0.49","0.16","15","3.02","2018-02-28","632880"
"The Maker's Eden","0","0","6","0","3.02","3.02","0.49","0.38","22.2","0.16","0.49","10","1.26","2014-08-04","313360"
"The Makeshifter","0","0","6","0","4.23","4.23","0.71","1.87","-161.5","2,584.16","53.66","20","1.87","2017-01-09","395480"
"The Marvellous Miss Take","0","0","6","0","3.08","3.08","0.49","0.33","33.3","0.27","0.44","17","1.26","2014-11-27","327310"
"The Masterplan","0","0","5","0","6.54","6.54","1.32","N/A","0.0","2.97","15.32","20","3.46","2015-06-04","313080"
"The Matriarch","0","0","5","0","2.47","2.47","0.49","0.33","33.3","0.82","0.71","55","1.26","2022-12-23","1773180"
"The Maze : Endless nightmare","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-07-21","580970"
"The Mean Greens - Plastic Warfare","0","0","13","0","3.62","3.62","0.27","0.16","40.0","0.16","0.16","173","1.65","2016-04-04","360940"
"The Melody of Grisaia","0","0","5","0","4.61","4.61","0.93","1.32","-41.2","1.37","1.54","19","2.42","2016-12-16","464500"
"The Men of Yoshiwara: Kikuya","0","0","6","0","12.69","12.69","2.14","1.59","25.6","0.44","0.93","46","5.60","2015-10-26","381100"
"The Men of Yoshiwara: Ohgiya","0","0","6","0","5.71","5.71","0.93","1.21","-29.4","0.82","0.88","19","2.42","2016-05-24","447200"
"The Messenger","0","0","9","0","2.64","2.64","0.27","0.16","40.0","0.38","0.71","318","1.21","2018-08-29","764790"
"The Metronomicon: Slay The Dance Floor","0","0","8","0","2.86","2.86","0.38","0.33","14.3","5.22","0.16","29","1.32","2016-05-24","416790"
"The Midnight Sanctuary","0","0","6","0","7.47","7.47","1.26","N/A","0.0","4.28","14.83","24","3.30","2018-10-04","610980"
"The Mighty Quest For Epic Loot","0","0","9","0","9.34","9.34","1.04","0.55","47.4","1.32","2.09","18","4.56","2014-11-21","239220"
"The Mildew Children","0","0","12","0","5.60","5.60","0.49","0.55","-11.1","0.49","2.25","27","2.58","2024-07-24","2420350"
"The Mine","0","0","5","0","5.27","5.27","1.04","1.81","-73.7","0.44","4.67","9","2.75","2017-06-23","569520"
"The Miners","0","0","9","0","20.98","20.98","2.31","1.81","21.4","0.55","3.84","18","10.05","2016-12-11","532070"
"The Minotaur","0","0","7","0","6.81","6.81","0.99","1.21","-22.2","1.48","0.60","11","2.58","2016-01-20","412540"
"The Miskatonic","0","0","5","0","3.73","3.73","0.77","N/A","0.0","1.81","1.21","16","2.03","2018-08-28","870290"
"THE MONSTER OF MEMORY:DESTINY","0","0","11","0","6.59","6.59","0.60","N/A","0.0","1.32","8.79","16","2.64","2021-04-02","1430030"
"The Moon Sliver","0","0","6","0","3.46","3.46","0.55","0.27","50.0","0.16","4.23","28","1.43","2014-10-29","329830"
"The Moonstone Equation","0","0","12","0","62.72","62.72","5.22","0.93","82.1","47.12","18.12","5","27.24","2018-08-23","589100"
"The Mooseman","0","0","7","0","3.46","3.46","0.49","0.33","33.3","0.16","2.69","36","1.70","2017-02-10","574310"
"The Mortuary Assistant","0","0","5","0","2.25","2.25","0.44","0.33","25.0","0.33","0.33","205","1.15","2024-08-04","1295920"
"The Multidimensional Underwear Drawer","0","0","6","0","8.62","8.62","1.43","1.81","-26.9","30.21","20.32","20","3.73","2016-09-01","502600"
"The Mummy Demastered","0","0","10","0","3.08","3.08","0.33","0.38","-16.7","2.14","1.21","36","1.43","2019-01-09","630310"
"The Music Machine","0","0","5","0","4.39","4.39","0.88","1.15","-31.2","0.33","8.51","44","2.31","2015-06-11","359040"
