"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"FortressCraft Evolved","0","0","6","0","2.58","2.58","0.44","0.38","12.5","5.33","23.23","34","1.15","2013-12-12","254200"
"Forts","0","0","12","0","3.08","3.08","0.27","0.16","40.0","0.38","0.33","650","1.43","2020-05-05","410900"
"Forward to the Sky","0","0","5","0","3.35","3.35","0.66","0.49","25.0","0.38","2.03","33","1.70","2015-01-30","333250"
"Forza Horizon 4","0","0","16","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2021-03-10","1293830"
"Forza Horizon 5","0","0","15","0","5.49","5.49","0.38","0.27","28.6","161.19","0.33","1301","2.69","2021-11-03","1551360"
"Forza Motorsport","0","0","15","0","7.58","7.58","0.49","0.71","-44.4","0.49","0.93","89","3.46","2023-10-03","2440510"
"Fossil Echo","0","0","5","0","9.45","9.45","1.87","0.00","100.0","6.10","44.59","10","4.89","2017-07-11","466350"
"Foto Flash","0","0","10","0","5.49","5.49","0.55","0.66","-20.0","19.06","79.25","13","2.36","2018-04-12","778610"
"FOTONICA","0","0","5","0","3.68","3.68","0.71","0.49","30.8","0.33","4.39","27","1.87","2014-11-06","253290"
"Foul Play","0","0","6","0","2.75","2.75","0.44","0.44","0.0","12.14","2.20","19","1.15","2013-09-21","244810"
"Four Last Things","0","0","7","0","3.13","3.13","0.44","0.55","-25.0","0.22","0.27","44","1.54","2017-02-23","503400"
"Four Realms","0","0","8","0","3.90","3.90","0.49","1.81","-266.7","5.16","44.76","15","1.70","2016-10-30","483820"
"Fourtex Jugo","0","0","5","0","3.84","3.84","0.77","2.14","-178.6","6.59","1.37","25","1.32","2016-10-31","499560"
"Fox & Flock","0","0","8","0","13.40","13.40","1.65","0.38","76.7","0.27","0.22","17","5.71","2015-06-09","377760"
"Fox Girls Never Play Dirty","0","0","6","0","3.90","3.90","0.66","2.31","-250.0","6.76","1.32","26","1.70","2021-11-18","1413970"
"Fox Hime","0","0","10","0","4.17","4.17","0.44","1.04","-137.5","0.22","0.66","46","1.92","2017-11-09","720280"
"Fox Hime Zero","0","0","7","0","3.84","3.84","0.55","0.82","-50.0","0.27","0.44","112","1.92","2018-05-30","844930"
"FOX n FORESTS","0","0","10","0","10.98","10.98","1.10","0.44","60.0","22.35","5.60","20","4.78","2024-09-26","603400"
"Fractal","0","0","6","0","6.48","6.48","1.10","1.81","-65.0","92.26","0.33","6","2.86","2018-01-12","566180"
"Fracture the Flag","0","0","5","0","11.15","11.15","2.25","1.81","19.5","0.00","0.44","20","5.88","2016-06-12","388900"
"Fragmental","0","0","6","0","7.03","7.03","1.15","2.36","-104.8","8.07","12.47","66","3.02","2017-07-12","424040"
"Fragments of Him","0","0","5","0","3.51","3.51","0.71","N/A","0.0","1.10","8.90","15","1.87","2016-05-18","428540"
"FRAMED Collection","0","0","15","0","3.57","3.57","0.22","0.16","25.0","0.16","0.16","319","1.54","2022-10-13","322450"
"Framed Wings","0","0","5","0","4.34","4.34","0.88","1.48","-68.8","10.27","6.15","22","2.31","2016-08-07","479140"
"Fran Bow","0","0","7","0","6.15","6.15","0.88","0.82","6.3","0.44","0.33","128","3.08","2016-01-11","362680"
"Franchise Hockey Manager 2014","0","0","8","0","9.67","9.67","1.21","1.37","-13.6","2.91","10.76","53","4.23","2014-06-20","299890"
"Franchise Hockey Manager 3","0","0","15","0","5.49","5.49","0.38","N/A","0.0","2.75","0.55","25","2.69","2016-12-05","465660"
"Franchise Hockey Manager 4","0","0","15","0","6.70","6.70","0.44","4.78","-987.5","1.98","11.64","11","3.08","2017-10-06","595420"
"Franchise Hockey Manager 6","0","0","15","0","19.39","19.39","1.32","N/A","0.0","3.46","24.55","10","9.17","2019-12-18","1087270"
"Franchise Hockey Manager 8","0","0","15","0","34.38","34.38","2.31","1.98","14.3","10.82","16.48","9","16.04","2021-12-21","1739000"
"Francisca","0","0","5","0","3.02","3.02","0.60","0.55","9.1","0.38","0.16","81","1.59","2016-07-27","501760"
"Frankenstein: Master of Death","0","0","5","0","3.40","3.40","0.66","0.33","50.0","0.99","0.16","24","1.15","2015-03-02","347430"
"Frantic Freighter","0","0","5","0","3.08","3.08","0.60","0.55","9.1","0.16","0.16","16","1.59","2016-08-13","503150"
"Freaky Awesome","0","0","5","0","2.80","2.80","0.55","0.38","30.0","0.33","0.16","15","1.43","2017-10-09","622370"
"Freddi Fish 2: The Case of the Haunted Schoolhouse","0","0","6","0","3.68","3.68","0.60","1.81","-200.0","0.38","1.92","22","1.59","2016-10-03","294530"
"Freddi Fish and the Case of the Missing Kelp Seeds","0","0","6","0","5.55","5.55","0.93","2.36","-152.9","18.01","0.44","41","2.42","2016-06-30","283940"
"Frederic: Evil Strikes Back","0","0","6","0","2.42","2.42","0.38","0.27","28.6","0.16","0.22","49","0.99","2014-05-23","301200"
"Frederic: Resurrection of Music","0","0","6","0","2.25","2.25","0.38","0.22","42.9","0.16","0.16","186","0.99","2014-05-16","301190"
"Frederic: Resurrection of Music Director's Cut","0","0","5","0","3.35","3.35","0.66","2.14","-225.0","0.16","0.16","101","1.15","2016-04-21","453100"
"Free Running","0","0","6","0","4.28","4.28","0.71","2.20","-207.7","1.15","3.90","23","1.87","2019-12-17","254940"
"Freebie","0","0","7","0","2.69","2.69","0.38","0.22","42.9","0.22","0.16","55","1.32","2016-06-15","487220"
"FreeCell Quest","0","0","13","0","4.01","4.01","0.33","0.38","-16.7","9.89","2.42","28","2.03","2015-10-19","364640"
"Freedom Cry","0","0","5","0","2.75","2.75","0.55","0.44","20.0","0.16","0.16","43","1.43","2015-09-04","395400"
"Freedom Fall","0","0","8","0","5.71","5.71","0.71","N/A","0.0","2.86","0.33","24","2.47","2014-01-10","262770"
"Freedom Fighter","0","0","6","0","2.64","2.64","0.44","0.27","37.5","0.16","0.16","560","1.15","2020-12-08","514360"
"Freedom Finger","0","0","6","0","6.86","6.86","1.15","2.58","-123.8","41.57","5.11","8","3.02","2020-12-31","1005410"
"Freedom Planet","0","0","9","1","3.13","3.13","0.33","0.33","0.0","23.23","0.66","37","1.43","2014-06-27","248310"
"Freedom Planet 2","0","0","15","0","7.85","7.85","0.55","0.77","-40.0","0.71","1.04","32","3.84","2022-11-08","595500"
"Freedom Poopie","0","0","5","0","15.32","15.32","3.08","1.92","37.5","33.78","6.43","16","8.02","2015-11-25","400130"
"Freeman: Guerrilla Warfare","0","0","8","0","2.75","2.75","0.33","0.16","50.0","0.60","1.81","48","1.15","2018-06-15","773951"
"FreeStyle 2: Street Basketball","0","0","8","0","2.97","2.97","0.38","0.49","-28.6","1.32","0.49","134","1.32","2015-06-05","339610"
"FreezeME","0","0","5","0","24.93","24.93","5.00","1.70","65.9","2.09","1.87","8","8.68","2015-12-24","390210"
"Frequent Flyer","0","0","5","0","3.40","3.40","0.66","0.33","50.0","0.16","0.16","32","1.70","2017-01-05","554150"
"Fresh Body","0","0","5","0","2.91","2.91","0.55","N/A","0.0","1.21","2.47","20","0.93","2016-11-16","550840"
"Fresh Story 2","0","0","13","0","7.08","7.08","0.55","1.15","-110.0","2.64","0.93","40","3.35","2025-01-18","2704140"
"Freshly Frosted","0","0","12","0","13.29","13.29","1.10","1.48","-35.0","0.66","14.44","31","5.71","2022-06-10","1070790"
"FreshWomen - Season 1","0","0","10","0","4.34","4.34","0.44","0.27","37.5","0.88","0.38","201","1.92","2022-08-31","1350650"
"Friday Night Bullet Arena","0","0","6","0","2.69","2.69","0.44","1.81","-312.5","10.05","1.43","36","1.15","2017-03-01","513840"
"Friday the 13th: Killer Puzzle","0","0","7","0","8.46","8.46","1.21","1.15","4.5","0.66","7.30","20","3.13","2018-04-14","795100"
"Friday the 13th: The Game","0","0","15","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-05-26","438740"
"Friendship with Benefits","0","0","6","0","4.78","4.78","0.77","1.26","-64.3","0.49","0.55","45","1.32","2020-11-11","1299370"
"Friendship with Benefits 2","0","0","6","0","9.39","9.39","1.54","N/A","0.0","13.84","2.91","42","4.01","2025-04-30","3394080"
"Fright Light","0","0","5","0","4.39","4.39","0.88","0.60","31.3","8.07","1.87","11","2.31","2016-08-27","520290"
"Frio- Lost in old town","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2020-07-15","453500"
"Frisky Business","0","0","8","0","7.41","7.41","0.93","1.04","-11.8","0.22","0.38","27","3.24","2017-03-29","588240"
"Frog Climbers","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-10-31","485120"
"Frog Hop","0","0","5","0","8.24","8.24","1.65","1.81","-10.0","14.39","9.45","33","4.28","2017-03-13","568490"
"Frogsong","0","0","7","0","3.90","3.90","0.55","0.88","-60.0","3.35","39.82","34","1.92","2024-12-25","1281860"
"Frogun","0","0","6","0","2.69","2.69","0.44","1.04","-137.5","2.58","1.10","25","1.15","2022-12-20","1575470"
"From Madness with Love","0","0","5","0","5.00","5.00","0.99","1,037.58","-104,861.1","0.71","16.75","59","2.58","2023-08-07","2101130"
"From Paris with Love: Passion with view","0","0","5","0","6.21","6.21","1.26","N/A","0.0","3.79","0.38","37","3.30","2022-03-01","1736840"
"From Shadows","0","0","8","0","3.13","3.13","0.38","0.16","57.1","0.16","0.16","60","1.32","2017-08-10","582920"
"From Space","0","0","9","0","2.42","2.42","0.27","0.22","20.0","9.17","0.16","232","0.93","2022-11-04","1502190"
"From The Depths","0","0","10","0","2.75","2.75","0.27","0.22","20.0","5.99","0.33","256","1.21","2020-11-22","268650"
"FRONT MISSION 1st: Remake","0","0","6","0","3.30","3.30","0.55","1.04","-90.0","95.83","0.66","42","1.43","2024-04-21","2399730"
"FRONT MISSION 2: Remake","0","0","8","0","3.68","3.68","0.44","2.20","-400.0","0.66","0.66","25","1.54","2024-05-14","2865440"
"Frontier Hunter: Erza’s Wheel of Fortune","0","0","15","0","6.15","6.15","0.38","0.33","14.3","1.26","0.93","29","2.69","2023-02-16","1429500"
"Frontier Pilot Simulator","0","0","5","0","4.39","4.39","0.88","0.66","25.0","11.15","3.40","12","2.31","2018-10-22","673210"
"Frontier VR","0","0","5","0","9.23","9.23","1.87","2.03","-8.8","1.26","6.92","17","4.89","2017-04-30","608190"
"Frontline Zed","0","0","6","0","2.86","2.86","0.49","1.81","-266.7","2.03","0.55","21","1.26","2020-06-22","915490"
"Frontline: Panzer Blitzkrieg!","0","0","15","0","16.53","16.53","1.10","0.71","35.0","2.47","1.70","12","6.70","2021-01-13","1238330"
"Frontline: Western Front","0","0","16","0","8.24","8.24","0.49","0.00","100.0","10.98","13.24","15","3.02","2021-03-02","1147490"
"Frontline: World War II","0","0","14","0","19.17","19.17","1.37","1.81","-32.0","16.53","14.06","14","8.35","2021-10-06","1394500"
"Frost","0","0","8","0","4.12","4.12","0.49","0.44","11.1","0.99","3.30","9","1.70","2016-07-05","490950"
"Frostpunk","0","0","6","0","2.47","2.47","0.44","0.27","37.5","0.33","0.33","779","1.15","2018-04-24","323190"
"Frostpunk 2","0","0","11","0","4.72","4.72","0.44","0.38","12.5","0.55","0.33","249","2.31","2024-09-18","1601580"
"Frosty Nights","0","0","5","0","3.51","3.51","0.71","0.71","0.0","0.33","0.27","25","1.87","2019-09-10","733800"
"Frozen Flame","0","0","6","0","2.64","2.64","0.44","0.27","37.5","0.77","0.33","45","1.15","2023-04-21","715400"
"Frozen Free Fall: Snowball Fight","0","0","9","0","32.40","32.40","3.62","0.93","74.2","15.10","1.59","20","15.76","2015-10-07","357480"
"Frozen Hearth","0","0","8","1","2.86","2.86","0.38","0.27","28.6","0.22","0.16","27","1.32","2014-10-24","257890"
"Frozen Synapse","0","0","8","0","4.06","4.06","0.49","0.66","-33.3","0.49","0.44","42","1.70","2013-07-31","98200"
"Fruit Arranger","0","0","5","1","2.20","2.20","0.44","0.27","37.5","0.16","0.16","194","1.15","2017-01-30","575700"
"Fruit Mountain","0","0","7","0","23.78","23.78","3.40","1.21","64.5","1.81","3.57","30","11.86","2024-04-05","2753620"
"Fruit Salad","0","0","11","0","4.56","4.56","0.44","2.75","-525.0","19.28","0.27","34","2.31","2024-01-05","1848520"
"FTL: Faster Than Light","0","0","8","0","2.42","2.42","0.27","0.27","0.0","0.33","0.33","718","0.93","2013-06-11","212680"
"Fuego!","0","0","8","0","7.91","7.91","0.99","1.81","-83.3","29.77","20.54","16","3.46","2016-01-18","356100"
"Fueled Up","0","0","8","0","3.24","3.24","0.38","0.55","-42.9","2.91","0.99","19","1.32","2023-04-20","1488430"
"Fuga: Melodies of Steel","0","0","6","0","9.50","9.50","1.59","1.81","-13.8","7.91","0.66","20","4.17","2023-06-05","1357860"
"Fuga: Melodies of Steel 2","0","0","7","0","3.46","3.46","0.49","1.32","-166.7","3.02","8.73","39","1.70","2023-06-05","2001340"
"Fuga: Melodies of Steel 3","0","0","8","0","15.60","15.60","1.92","2.53","-31.4","0.00","0.00","2","1.65","2025-06-11","3081320"
"Fugl","0","0","5","0","2.80","2.80","0.55","0.00","100.0","0.22","8.84","14","1.43","2017-12-29","643810"
"Full Bore","0","0","8","0","2.97","2.97","0.38","0.22","42.9","5.49","0.99","12","1.32","2014-05-02","264060"
"Full Metal Furies","0","0","14","0","3.08","3.08","0.22","0.22","0.0","0.22","0.22","290","1.32","2018-01-02","416600"
"Full Mojo Rampage","0","0","6","1","2.47","2.47","0.44","0.27","37.5","0.33","0.38","38","1.15","2013-10-31","225280"
"Full Throttle Remastered","0","0","6","0","3.02","3.02","0.49","0.55","-11.1","0.33","0.71","85","1.26","2017-05-03","228360"
"FullBlast","0","0","12","0","6.92","6.92","0.60","1.70","-181.8","23.01","0.49","19","3.13","2016-02-01","429220"
"Fumiko!","0","0","12","0","7.52","7.52","0.60","0.71","-18.2","0.22","0.82","22","3.13","2017-07-07","563810"
"Funfair Ride Simulator 3","0","0","5","0","3.08","3.08","0.60","0.88","-45.5","0.33","0.22","18","1.59","2016-08-05","497720"
"Funk of Titans","0","0","6","0","2.80","2.80","0.49","0.33","33.3","0.93","0.27","17","1.26","2015-07-24","383750"
"Funklift","0","0","5","0","9.39","9.39","1.87","N/A","0.0","1.65","0.27","25","4.89","2016-08-31","470140"
"Fur Fun","0","0","7","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-02-10","589370"
"Furi","0","0","6","0","2.42","2.42","0.38","0.44","-14.3","0.66","0.60","198","0.99","2016-09-26","423230"
"Furry Aim Trainer","0","0","15","0","8.40","8.40","0.55","0.55","0.0","2.69","7.14","39","3.35","2024-10-19","2940490"
"Furry Arena [18+]","0","0","5","0","3.24","3.24","0.66","0.60","8.3","0.22","0.16","35","1.70","2023-02-24","2176790"
"FURRY BACKROOMS","0","0","5","0","2.53","2.53","0.49","0.33","33.3","0.82","0.33","45","1.26","2025-03-29","2689230"
"Furry Cyberfucker","0","0","5","0","4.45","4.45","0.88","1.21","-37.5","0.66","0.33","24","2.31","2022-05-17","1943760"
"Furry Cyberfucker II","0","0","5","0","3.68","3.68","0.71","1.59","-123.1","0.33","0.99","22","1.87","2022-08-14","2004490"
"Furry Fantasy","0","0","5","0","4.01","4.01","0.82","0.71","13.3","0.44","0.22","13","2.14","2022-08-29","2015080"
"Furry Feet","0","0","5","0","6.81","6.81","1.37","1.59","-16.0","1.70","1.04","46","3.57","2022-10-23","1694960"
"FURRY GIRL PUZZLE","0","0","11","0","3.46","3.46","0.33","0.16","50.0","0.66","0.16","94","1.43","2021-02-01","1101260"
"FURRY HITLER","0","0","5","0","4.67","4.67","0.93","0.88","5.9","0.49","0.22","27","2.42","2022-08-14","1992370"
"Furry Hitler 2","0","0","5","0","4.17","4.17","0.82","0.00","100.0","88.42","2.03","17","1.43","2024-07-25","2877950"
"Furry Killer","0","0","5","0","3.68","3.68","0.71","2.80","-292.3","16.97","0.77","41","1.87","2025-04-05","2206460"
"Furry Love","0","0","16","5","4.56","4.56","0.27","0.22","20.0","0.16","0.16","220","1.92","2020-09-16","1334590"
"Furry Love 2","0","0","15","5","4.72","4.72","0.33","0.16","50.0","0.16","0.22","162","2.31","2022-06-10","1349040"
"Furry Myth 🦁","0","0","6","0","6.81","6.81","1.15","1.54","-33.3","14.33","26.09","20","3.02","2025-02-05","2451640"
"FURRY SEX: Cabaret 💋🔞","0","0","5","0","3.73","3.73","0.77","0.44","42.9","0.22","1.10","92","1.32","2022-01-28","1731720"
"Furry Sex: Pirates 🏴☠","0","0","5","0","3.68","3.68","0.71","N/A","0.0","1.92","0.27","18","1.87","2022-09-22","2119110"
"Furry Sex: Poker 🃏♥","0","0","5","0","4.06","4.06","0.82","2.03","-146.7","0.88","4.67","42","2.14","2024-09-17","2090150"
"Furry Shades of Gay","0","0","14","0","11.04","11.04","0.77","1.15","-50.0","5.82","0.27","33","4.67","2021-02-06","1399930"
"Furry Shades of Gay 2: A Shade Gayer","0","0","12","0","9.89","9.89","0.82","0.55","33.3","1.65","2.25","34","4.28","2022-02-08","1724050"
"Furry Shades of Gay 3: Still Gayer","0","0","10","0","6.10","6.10","0.60","1.32","-118.2","5.71","2.69","50","2.64","2023-10-31","1953540"
"Furry Survivals 18+","0","0","5","0","2.86","2.86","0.55","0.00","100.0","0.38","0.93","24","1.43","2024-07-25","2196240"
"Fursan al-Aqsa: The Knights of the Al-Aqsa Mosque","0","0","10","0","22.35","22.35","2.25","0.99","56.1","98.85","22.85","30","9.78","2024-02-21","1714420"
"Fury Unleashed","0","0","9","0","2.53","2.53","0.27","0.16","40.0","0.22","0.16","323","1.21","2020-05-08","465200"
"Future Breach 64","0","0","5","0","2.09","2.09","0.44","1.21","-175.0","28.61","55.08","36","1.15","2025-04-16","2335790"
"Future Radio","0","0","5","0","2.47","2.47","0.49","1.26","-155.6","2.42","1.48","62","1.26","2023-03-02","2156620"
"Future Unfolding","0","0","6","0","13.84","13.84","2.31","3.68","-59.5","9.94","5.93","10","6.04","2017-04-02","539340"
"Futuridium EP Deluxe","0","0","5","0","3.35","3.35","0.66","1.81","-175.0","0.16","2.20","13","1.70","2016-01-11","352790"
"FX Football - The Manager for Every Football Fan","0","0","8","0","5.05","5.05","0.60","N/A","0.0","2.58","12.19","23","2.09","2014-01-31","265400"
"G-Darius HD","0","0","8","0","18.29","18.29","2.31","1.87","19.0","106.32","3.46","13","8.02","2023-10-05","1640160"
"G-Force","0","0","5","0","5.99","5.99","1.21","1.21","0.0","1.04","1.10","24","3.13","2015-04-16","319170"
"G-senjou no Maou - The Devil on G-String","0","0","8","0","5.16","5.16","0.66","0.88","-33.3","1.81","1.21","21","2.31","2015-10-28","377670"
"Gabe Newell Simulator","0","0","6","0","7.80","7.80","1.32","1.10","16.7","1.10","0.16","41","3.46","2015-10-15","407420"
"Gaben Kingdom","0","0","7","0","9.78","9.78","1.37","3.08","-124.0","0.99","0.77","17","4.78","2017-05-05","593340"
"GabeN: The Final Decision","0","0","5","0","6.26","6.26","1.26","2.03","-60.9","0.16","0.33","24","3.30","2015-09-21","403740"
"Gabriel Knight - Sins of the Fathers","0","0","8","0","3.51","3.51","0.44","0.71","-62.5","3.08","0.55","20","1.54","2014-10-14","262000"
"Gachi Heroes","0","0","5","5","2.31","2.31","0.44","0.27","37.5","0.16","0.22","182","0.77","2020-05-21","944220"
"Gahkthun of the Golden Lightning Steam Edition","0","0","8","0","4.94","4.94","0.60","2.20","-263.6","9.12","7.14","23","2.09","2016-04-16","458380"
"Gaia Beyond","0","0","10","0","7.19","7.19","0.71","3.46","-384.6","72.33","0.55","21","3.13","2020-09-01","788630"
"Gaiadon: Eternal Quest","0","0","7","0","3.40","3.40","0.49","0.60","-22.2","0.66","0.00","27","1.70","2025-02-05","3000030"
"Gakuen Club","0","0","6","0","26.97","26.97","4.50","0.00","100.0","4.12","19.50","20","11.75","2017-05-10","505080"
"Gal Guardians: Demon Purge","0","0","5","0","3.51","3.51","0.71","0.88","-23.1","0.99","0.82","18","1.26","2023-03-28","2081400"
"Gal Guardians: Servants of the Dark","0","0","5","0","4.06","4.06","0.82","1.10","-33.3","6.10","3.46","68","1.43","2025-03-29","3253630"
